user_id,amount,hour_of_day,pin_attempts,is_new_location,txn_frequency_10min,amount_vs_avg,label
179,1265,10,1,0,10,0.157,0
169,18528,2,2,1,10,2.706,1
5,19662,17,1,0,10,0.311,0
172,1487,15,1,1,10,0.009,0
49,4810,11,1,0,10,0.038,0
19,5445,16,1,0,0,0.089,0
152,2203,11,1,0,10,0.469,0
78,4703,6,1,0,10,0.059,0
52,2443,19,1,0,10,0.629,0
64,959,11,1,0,0,0.361,0
139,3848,12,1,0,10,0.23,0
145,7060,16,1,0,1,0.412,0
94,1877,11,1,0,1,0.251,0
95,2684,12,1,0,10,0.463,0
70,1169,14,1,0,7,0.221,0
14,20113,13,1,0,10,0.341,0
41,4281,14,1,0,1,0.144,0
154,1484,10,1,0,9,0.011,0
23,2496,20,2,0,10,0.664,0
193,1337,9,1,0,10,0.109,0
106,21661,11,1,1,7,0.444,0
135,7739,11,1,0,4,0.548,0
32,19821,3,3,1,7,2.964,1
70,1905,11,2,1,10,0.27,0
13,12347,13,1,0,10,0.177,0
171,16364,13,1,0,0,0.091,0
103,9733,10,1,0,10,0.351,0
22,4513,16,1,0,10,0.097,0
182,5084,13,1,1,7,2.389,1
17,6226,7,1,0,6,0.245,0
89,7851,18,1,1,10,0.57,0
78,5980,10,1,0,10,0.196,0
60,12102,14,1,0,10,0.193,0
12,20502,12,1,0,2,0.367,0
182,1726,14,1,0,10,0.151,0
191,8659,18,1,1,3,0.732,0
183,1911,16,1,0,10,0.274,0
43,6317,16,1,0,10,0.263,0
158,3801,11,1,0,3,0.24,0
114,862,16,1,0,10,0.425,0
40,8165,17,3,0,10,0.633,1
151,2951,16,1,0,5,0.41,0
48,1722,18,1,0,10,0.148,0
114,1140,10,1,0,10,0.24,0
145,7920,14,3,0,10,0.584,1
133,1442,9,1,0,10,0.039,0
178,1467,17,1,0,10,0.022,0
113,13667,10,1,0,10,0.089,0
177,1685,12,1,0,10,0.123,0
3,584,11,1,1,2,0.611,0
122,7179,18,2,0,10,0.521,0
43,2036,12,1,0,10,0.593,0
12,13777,17,1,0,10,0.082,0
66,17392,9,1,1,10,2.478,1
116,14486,6,1,0,10,0.034,0
21,1589,16,1,0,4,0.059,0
53,7045,9,1,0,10,0.409,0
26,7368,6,1,0,10,0.474,0
87,3973,9,1,0,10,0.205,0
185,18332,15,1,0,10,0.222,0
118,19551,13,1,0,10,0.303,0
95,4500,15,2,1,10,0.1,0
46,17068,11,1,1,10,0.138,0
33,1416,14,1,0,10,0.056,0
94,1708,13,1,0,10,0.139,0
24,1009,19,1,0,10,0.327,0
65,22984,12,1,0,10,0.532,0
102,2450,19,1,0,10,0.633,0
96,5223,15,1,1,10,2.482,1
71,6623,12,1,1,7,0.325,0
181,6456,3,2,1,7,3.304,1
190,12710,9,2,0,10,0.153,0
116,14463,13,1,0,10,0.036,0
179,1519,18,1,0,10,0.013,0
196,1676,14,1,0,10,0.117,0
130,1209,1,1,0,10,0.194,1
113,17367,16,1,0,6,0.158,0
24,1847,11,1,0,10,0.231,0
84,12750,16,1,0,1,0.15,0
176,13775,10,1,0,10,0.082,0
69,5705,18,1,0,9,0.141,0
101,3390,16,1,0,10,0.322,0
93,14682,17,2,0,10,0.021,0
75,5186,15,1,0,10,0.037,0
109,15957,20,1,0,7,0.064,1
119,1555,10,1,0,10,0.037,0
22,17881,2,3,1,7,2.576,1
168,918,13,1,0,10,0.388,0
175,3745,15,1,0,10,0.251,0
81,8057,14,1,0,10,0.463,0
62,2806,8,1,0,10,0.439,0
96,1768,9,1,0,3,0.179,0
149,5914,8,1,0,10,0.183,0
164,5265,12,1,0,10,0.053,0
173,7912,13,1,0,10,0.582,0
199,1550,9,1,0,10,0.033,0
107,2046,11,1,0,10,0.364,0
61,3317,9,1,0,10,0.337,0
180,5459,8,1,1,10,2.639,1
78,5337,9,1,0,10,0.067,0
152,536,15,1,0,10,0.643,0
113,17937,8,1,0,10,0.196,0
72,1726,7,1,0,10,0.151,0
7,18843,12,1,0,10,0.256,0
133,1426,15,1,0,9,0.049,0
119,2414,21,1,0,10,0.609,0
187,15770,6,1,0,10,0.051,0
160,5279,18,1,0,10,0.056,0
60,12634,16,1,1,10,0.158,0
61,3410,17,2,0,10,0.318,0
4,53356,19,1,1,10,2.557,1
96,1717,12,1,0,10,0.145,0
61,4095,15,1,0,10,0.181,0
48,1425,13,1,0,10,0.05,0
1,1033,13,1,0,2,0.311,0
181,1101,21,1,0,10,0.266,0
113,14653,16,1,0,10,0.023,0
170,1004,13,1,0,10,0.331,0
150,5725,11,1,1,6,0.145,0
24,2069,8,1,1,10,0.379,0
126,18051,14,1,0,10,0.203,0
14,12745,8,1,0,10,0.15,0
54,2615,9,4,0,10,0.743,1
25,12967,15,3,0,10,1.593,1
43,5538,15,1,0,10,0.108,0
65,10648,6,1,0,10,0.29,0
168,1943,16,1,0,10,0.295,0
155,17947,12,1,0,10,0.196,0
176,15037,17,1,0,10,0.002,0
36,2870,6,1,0,10,0.426,0
150,5739,11,1,0,10,0.148,0
43,6081,17,2,0,10,0.216,0
160,4129,12,2,0,10,0.174,0
18,1705,11,1,1,10,0.137,0
13,26496,7,1,0,10,0.766,0
109,12778,11,1,0,4,0.148,0
163,6452,20,1,0,10,0.29,0
116,9713,6,1,0,10,0.352,0
7,15346,15,1,0,10,0.023,0
113,13711,10,1,0,1,0.086,0
8,1463,10,1,0,10,0.025,0
138,1105,12,1,0,7,0.263,0
103,14868,12,2,0,10,0.009,0
103,17149,11,1,0,10,0.143,0
195,151,10,1,0,10,0.97,0
122,21363,12,1,0,10,0.424,0
45,1713,9,1,0,10,0.142,0
29,4364,13,1,0,10,0.127,0
39,7001,9,1,0,10,0.4,0
40,2850,11,1,0,10,0.43,0
32,6939,19,1,0,8,0.388,0
49,4421,17,1,0,10,0.116,0
23,1486,6,1,0,0,0.009,0
97,14170,7,1,0,10,0.055,0
12,11747,14,2,0,10,0.217,0
122,9335,17,1,0,8,0.378,0
63,4593,15,1,1,10,0.081,0
48,2308,16,1,0,10,0.539,0
52,2109,20,1,0,1,0.406,0
150,5942,14,1,0,10,0.188,0
188,12066,16,1,0,10,0.196,0
87,5204,22,1,0,10,0.041,0
178,2215,21,1,0,10,0.477,0
108,18389,6,1,0,2,0.226,0
130,3037,16,5,0,10,1.025,1
191,4487,18,1,0,10,0.103,0
54,761,14,1,0,10,0.493,0
18,1235,13,1,0,10,0.177,0
133,1995,10,1,0,10,0.33,0
184,14205,16,1,1,10,0.053,0
65,6607,6,1,0,10,0.56,0
150,4463,9,1,0,10,0.107,0
148,2335,2,1,0,10,0.557,1
112,1436,18,1,0,10,0.043,0
56,4680,8,1,0,10,0.064,0
166,15972,18,1,0,10,0.065,0
132,2121,14,1,0,10,0.414,0
66,12438,8,3,0,7,1.488,1
196,1300,8,2,0,10,0.133,0
128,1154,18,1,1,10,0.231,0
112,1359,16,1,1,10,0.094,0
192,3761,11,1,0,10,0.248,0
54,2462,20,1,1,10,0.641,0
49,4313,11,1,1,10,0.137,0
48,1365,16,1,0,10,0.09,0
82,20962,13,1,0,2,0.397,0
140,5210,10,1,0,10,0.042,0
3,1073,21,1,0,10,0.285,0
45,1539,17,2,0,10,0.026,0
115,2790,9,1,0,10,0.442,0
99,18308,14,1,1,10,2.662,1
126,12847,12,1,1,5,0.144,0
86,3905,14,1,1,10,0.219,0
179,1236,15,1,0,10,0.176,0
163,5494,14,1,0,10,0.099,0
108,16230,13,1,0,9,0.082,0
135,5158,18,1,0,10,0.032,0
189,5028,15,1,0,10,0.006,0
20,5351,13,1,0,3,0.07,0
106,12692,18,1,0,1,0.154,0
75,8004,12,1,0,10,0.601,0
68,16792,17,1,0,10,0.119,0
36,2786,16,1,0,10,0.443,0
42,5479,14,1,1,7,2.653,1
146,4065,15,1,0,0,0.187,0
57,1462,12,1,0,7,0.025,1
36,8661,12,1,0,10,0.732,0
40,2261,11,1,0,10,0.548,0
46,17494,15,1,0,10,0.166,0
69,4993,11,1,0,10,0.001,0
157,1055,12,1,0,10,0.297,0
199,1575,10,1,0,10,0.05,0
62,4887,14,1,0,10,0.023,0
146,1654,6,1,0,10,0.669,0
